Age_bias_correction,Model_name,MAE_cole_bounded,MAE_cole_unbounded,MAE_orx_bounded,MAE_orx_unbounded,MSE_cole_bounded,MSE_cole_unbounded,MSE_orx_bounded,MSE_orx_unbounded,Rsquared_cole_bounded,Rsquared_cole_unbounded,Rsquared_orx_bounded,Rsquared_orx_unbounded,"corr[BA,CA]_cole_bounded","corr[BA,CA]_cole_unbounded","corr[BA,CA]_orx_bounded","corr[BA,CA]_orx_unbounded","corr[PAD,CA]_cole_bounded","corr[PAD,CA]_cole_unbounded","corr[PAD,CA]_orx_bounded","corr[PAD,CA]_orx_unbounded","MAE_cole_age.[55,60]","MAE_cole_age.[60,65]","MAE_cole_age.[65,70]","MAE_cole_age.[70,75]","MAE_cole_age.[75,80]","MAE_cole_age.[80,85]","MAE_orx_age.[55,60]","MAE_orx_age.[60,65]","MAE_orx_age.[65,70]","MAE_orx_age.[70,75]","MAE_orx_age.[75,80]","MAE_orx_age.[80,85]","meanPAD_cole_age.[55,60]","meanPAD_cole_age.[60,65]","meanPAD_cole_age.[65,70]","meanPAD_cole_age.[70,75]","meanPAD_cole_age.[75,80]","meanPAD_cole_age.[80,85]","meanPAD_orx_age.[55,60]","meanPAD_orx_age.[60,65]","meanPAD_orx_age.[65,70]","meanPAD_orx_age.[70,75]","meanPAD_orx_age.[75,80]","meanPAD_orx_age.[80,85]","MAE_cole_bounded_education.[8,15]",MAE_cole_bounded_ethnicity.Asian,MAE_cole_bounded_ethnicity.Chinese,MAE_cole_bounded_ethnicity.Other,MAE_cole_bounded_CN.5,MAE_cole_bounded_CN.0,MAE_cole_bounded_ethnicity.Black,MAE_cole_bounded_ethnicity.White,MAE_cole_bounded_ethnicity.Mixed,"MAE_cole_bounded_education.[16,30]",MAE_cole_bounded_manufacturer.Siemens,MAE_cole_bounded_machine.Skyra,"MAE_cole_unbounded_education.[8,15]",MAE_cole_unbounded_ethnicity.Asian,MAE_cole_unbounded_ethnicity.Chinese,MAE_cole_unbounded_ethnicity.Other,MAE_cole_unbounded_CN.5,MAE_cole_unbounded_CN.0,MAE_cole_unbounded_ethnicity.Black,MAE_cole_unbounded_ethnicity.White,MAE_cole_unbounded_ethnicity.Mixed,"MAE_cole_unbounded_education.[16,30]",MAE_cole_unbounded_manufacturer.Siemens,MAE_cole_unbounded_machine.Skyra,"MAE_orx_bounded_education.[8,15]",MAE_orx_bounded_ethnicity.Asian,MAE_orx_bounded_ethnicity.Chinese,MAE_orx_bounded_ethnicity.Other,MAE_orx_bounded_CN.5,MAE_orx_bounded_CN.0,MAE_orx_bounded_ethnicity.Black,MAE_orx_bounded_ethnicity.White,MAE_orx_bounded_ethnicity.Mixed,"MAE_orx_bounded_education.[16,30]",MAE_orx_bounded_manufacturer.Siemens,MAE_orx_bounded_machine.Skyra,"MAE_orx_unbounded_education.[8,15]",MAE_orx_unbounded_ethnicity.Asian,MAE_orx_unbounded_ethnicity.Chinese,MAE_orx_unbounded_ethnicity.Other,MAE_orx_unbounded_CN.5,MAE_orx_unbounded_CN.0,MAE_orx_unbounded_ethnicity.Black,MAE_orx_unbounded_ethnicity.White,MAE_orx_unbounded_ethnicity.Mixed,"MAE_orx_unbounded_education.[16,30]",MAE_orx_unbounded_manufacturer.Siemens,MAE_orx_unbounded_machine.Skyra,aurocPAD_bounded_CNvsCondition.Dementia,aurocBA_bounded_CNvsCondition.OtherSpinalChord,aurocPAD_bounded_CNvsCondition.Alzheimer,aurocPAD_bounded_CNvsCondition.MultipleSclerosis,aurocBA_bounded_CNvsCondition.MCI,aurocPAD_bounded_CNvsCondition.Parkinson,aurocPAD_bounded_CNvsCondition.OtherSpinalChord.Parkinson,aurocBA_bounded_CNvsCondition.OtherSpinalChord.Parkinson,aurocBA_bounded_CNvsCondition.Dementia.Alzheimer,aurocBA_bounded_CNvsCondition.Dementia,aurocPAD_bounded_CNvsCondition.OtherSpinalChord.MultipleSclerosis,aurocBA_bounded_CNvsCondition.MultipleSclerosis,aurocPAD_bounded_CNvsCondition.OtherSpinalChord.Dementia,aurocPAD_bounded_CNvsCondition.OtherSpinalChord,aurocPAD_bounded_CNvsCondition.SMC,aurocBA_bounded_CNvsCondition.Parkinson,aurocBA_bounded_CNvsCondition.Alzheimer,aurocPAD_bounded_CNvsCondition.Alzheimer.Dementia,aurocBA_bounded_CNvsCondition.OtherSpinalChord.MultipleSclerosis,aurocBA_bounded_CNvsCondition.Alzheimer.Dementia,aurocPAD_bounded_CNvsCondition.Dementia.Alzheimer,aurocBA_bounded_CNvsNoCN,aurocBA_bounded_CNvsCondition.SMC,aurocPAD_bounded_CNvsCondition.MCI,aurocPAD_bounded_CNvsNoCN,aurocBA_bounded_CNvsCondition.OtherSpinalChord.Dementia,aurocPAD_unbounded_CNvsCondition.Dementia,aurocBA_unbounded_CNvsCondition.OtherSpinalChord,aurocPAD_unbounded_CNvsCondition.Alzheimer,aurocPAD_unbounded_CNvsCondition.MultipleSclerosis,aurocBA_unbounded_CNvsCondition.MCI,aurocPAD_unbounded_CNvsCondition.Parkinson,aurocPAD_unbounded_CNvsCondition.OtherSpinalChord.Parkinson,aurocBA_unbounded_CNvsCondition.OtherSpinalChord.Parkinson,aurocBA_unbounded_CNvsCondition.Dementia.Alzheimer,aurocBA_unbounded_CNvsCondition.Dementia,aurocPAD_unbounded_CNvsCondition.OtherSpinalChord.MultipleSclerosis,aurocBA_unbounded_CNvsCondition.MultipleSclerosis,aurocPAD_unbounded_CNvsCondition.OtherSpinalChord.Dementia,aurocPAD_unbounded_CNvsCondition.OtherSpinalChord,aurocPAD_unbounded_CNvsCondition.SMC,aurocBA_unbounded_CNvsCondition.Parkinson,aurocBA_unbounded_CNvsCondition.Alzheimer,aurocPAD_unbounded_CNvsCondition.Alzheimer.Dementia,aurocBA_unbounded_CNvsCondition.OtherSpinalChord.MultipleSclerosis,aurocBA_unbounded_CNvsCondition.Alzheimer.Dementia,aurocPAD_unbounded_CNvsCondition.Dementia.Alzheimer,aurocBA_unbounded_CNvsNoCN,aurocBA_unbounded_CNvsCondition.SMC,aurocPAD_unbounded_CNvsCondition.MCI,aurocPAD_unbounded_CNvsNoCN,aurocBA_unbounded_CNvsCondition.OtherSpinalChord.Dementia,Model_type,Oversampling,Training_sex,Training_healthy_group,Description,features_type
none,batch8_model_lr0.005_epoch200_ORXtrue_COLEfalse_gender0_SOFTfalse_merged_results.csv--none,2.868060468199235,2.867947890672784,2.868448028697573,2.868339060939795,13.213027196040208,13.200948302120874,13.323604795068082,13.311761237033156,0.5484275033030717,0.5562120026262016,0.5582658317431195,0.5652066477369881,0.7465995860718903,0.7516833158973812,0.7536785774043496,0.7581565259808065,-0.6301787269577296,-0.6282206418017943,-0.61821243214482,-0.6165646838169442,2.6521563436426128,2.2307509489051105,2.951364709273184,3.8967197678571432,5.495095625000002,,2.6373538754208763,2.2736487943262422,2.9789355377128968,3.7443432204301086,5.32310157894737,,2.3229832439862563,0.6650297956204401,-1.987238649122808,-3.325369172619048,-5.495095625000002,,2.237277841750844,0.7523452624113495,-1.8902187931873489,-3.228284618279571,-5.32310157894737,,2.847009985507247,,2.83456977777778,2.5200753333333377,2.800593746164576,2.9503285629251708,,2.867041064102565,3.830608777777776,2.8901168888888904,2.868060468199235,2.868060468199235,2.8468584540540545,,2.83456977777778,2.5200753333333377,2.800593746164576,2.9496618020304575,,2.866925801758594,3.830608777777776,2.8901168888888904,2.867947890672784,2.867947890672784,2.811031491408935,,2.83456977777778,2.5200753333333377,2.7998387945578243,2.949261790064104,3.4207783333333275,2.8704399522709787,3.830608777777776,2.8901168888888904,2.868448028697573,2.868448028697573,2.8110722358974365,,2.83456977777778,2.5200753333333377,2.7998387945578243,2.948638416267944,3.4207783333333275,2.87032137327189,3.830608777777776,2.8901168888888904,2.868339060939795,2.868339060939795,,,,0.6610013870167418,,,,,,,,0.5729062884604114,,,,,,,,,,0.6042458062997951,,,0.5815824564942123,,,,,0.655750057964294,,,,,,,,0.575034778576397,,,,,,,,,,0.6047201085747341,,,0.5791394117385307,,DL,none,female,orx,real,Custom3dCNN
none,batch4_model_lr0.01_epoch200_ORXfalse_COLEtrue_gender1_SOFTtrue_RESNETfalse_merged_results.csv--none,3.052407167072929,3.066378027295625,3.0837266853955816,3.097074649137372,14.252587407795112,14.411657827420049,14.477753980290023,14.630021681576313,0.5128991725637211,0.5155105057839195,0.5200008773092346,0.5221491688930848,0.7500626981911769,0.7535721221733165,0.7578432268682112,0.7609106078440716,-0.8420252695933234,-0.844044943876034,-0.8429330530750138,-0.8448255913621956,3.4452269153949575,2.036951808026539,2.5471260581470605,4.845843332787072,7.623472285493335,,3.411636470886404,2.0689754554278292,2.535943445980784,4.847573000789679,7.431573976756465,,3.4452269153949575,0.6330058363435306,-2.3418718310040787,-4.845843332787072,-7.623472285493335,,3.411636470886404,0.7048577382606506,-2.2674990256681364,-4.847573000789679,-7.431573976756465,,3.2530140237322063,,3.834461579396806,2.373563683444503,2.9385522615960857,3.191240444669692,,3.0864312258645725,1.1256045889814317,2.789555208251235,3.052407167072929,3.052407167072929,3.284855581572403,,3.834461579396806,2.373563683444503,2.9385522615960857,3.2214559866976056,,3.1009570555967167,1.1256045889814317,2.789555208251235,3.066378027295625,3.066378027295625,3.2944796157312233,,3.834461579396806,2.373563683444503,2.972818683961046,3.2143635140083755,1.8170673825855663,3.1172039754816567,1.1256045889814317,2.789555208251235,3.0837266853955816,3.0837266853955816,3.324475629107826,,3.834461579396806,2.373563683444503,2.972818683961046,3.2427335556837837,1.8170673825855663,3.1310899161468337,1.1256045889814317,2.789555208251235,3.097074649137372,3.097074649137372,,,,0.6271073863525367,,,,,,,,0.5705913379827698,,,,,,,,,,0.6035902780112281,,,0.5408500577089006,,,,,0.6224399103485586,,,,,,,,0.572977046139578,,,,,,,,,,0.6041916967027099,,,0.5391136029902549,,DL,none,male,cole,soft,SFCN
none,batch4_model_lr0.01_epoch200_ORXfalse_COLEtrue_gender0_SOFTtrue_RESNETfalse_merged_results.csv--none,2.783971227180077,2.8004536905556927,2.823555464444745,2.8392972481330796,11.685245229067126,11.886442799113365,11.971446736090543,12.164036910172342,0.6006414514769871,0.6004029009893758,0.603095622533325,0.6026940168885131,0.8088880959170923,0.8103492244205197,0.8124209806348133,0.8136769678513173,-0.8188476979513646,-0.8221029100276356,-0.8192747340344302,-0.8222766169641689,2.8743969365337856,1.9541497569831596,2.4301143053805374,4.315943586066992,7.222576466374448,,2.851973317207304,1.972169518941311,2.460814270539752,4.3135458233951525,7.114362276367549,,2.8680471579107527,0.576076574182781,-2.109217230547905,-4.315943586066992,-7.222576466374448,,2.8457518169402927,0.6206396352613274,-2.045098572469963,-4.3135458233951525,-7.114362276367549,,2.8329935846387824,,1.4256240583846325,2.336230880152226,2.710073696241535,2.8740809715388087,,2.8182613189585366,1.7220648379265573,2.874509194862893,2.783971227180077,2.783971227180077,2.8715737558512675,,1.4256240583846325,2.336230880152226,2.710073696241535,2.910102516144949,,2.835412551428537,1.7220648379265573,2.874509194862893,2.8004536905556927,2.8004536905556927,2.90275270097516,,1.4256240583846325,2.336230880152226,2.736200775194015,2.926449208994884,0.6885783867231403,2.861854600301121,1.7220648379265573,2.874509194862893,2.823555464444745,2.823555464444745,2.938996662810921,,1.4256240583846325,2.336230880152226,2.736200775194015,2.960151965214758,0.6885783867231403,2.8782335649523825,1.7220648379265573,2.874509194862893,2.8392972481330796,2.8392972481330796,,,,0.6564886987438708,,,,,,,,0.586864365391002,,,,,,,,,,0.6121289541802535,,,0.5575015967996773,,,,,0.6514800216400031,,,,,,,,0.5891490841641549,,,,,,,,,,0.612724157878343,,,0.5556334267788012,,DL,none,female,cole,soft,SFCN
none,batch4_model_lr0.01_epoch200_ORXfalse_COLEtrue_gender0_SOFTfalse_merged_results.csv--none,3.446529414559387,3.459490417431194,3.484470681383371,3.496834240822321,19.422525908733785,19.56780679300437,19.894585282413907,20.033066353269188,0.336209758245547,0.3421716689648996,0.3404098802303317,0.345673054019819,0.6545785340602713,0.6584951740378002,0.6596549151576042,0.6631769667286518,-0.6746472988497071,-0.6776907615457854,-0.6762987508392377,-0.6791162180528639,2.607969821305843,2.238297598540147,4.006898581453635,5.603541113095238,7.1469834374999985,,2.5682738585858593,2.2604943829787247,4.0302255304136265,5.564059661290322,7.350533631578945,,1.928298027491411,-0.0840974963503621,-3.502543679197996,-5.3053449226190486,-7.1469834374999985,,1.8763522154882173,0.0039828368794353,-3.3958966107055972,-5.294721166666667,-7.350533631578945,,3.645929972826088,,4.943908444444446,3.2132876060606095,3.3224384797768485,3.5978443809523815,,3.4601924487179496,2.6495701111111103,2.5524489166666684,3.446529414559387,3.446529414559387,3.675398063063064,,4.943908444444446,3.2132876060606095,3.3224384797768485,3.625761549915398,,3.473711235811351,2.6495701111111103,2.5524489166666684,3.459490417431194,3.459490417431194,3.7158200206185574,,4.943908444444446,3.2132876060606095,3.33352426122449,3.6622681474358982,0.9757333333333308,3.5059947698229417,2.6495701111111103,2.5524489166666684,3.484470681383371,3.484470681383371,3.743418516239317,,4.943908444444446,3.2132876060606095,3.33352426122449,3.688274169059012,0.9757333333333308,3.518878483870968,2.6495701111111103,2.5524489166666684,3.496834240822321,3.496834240822321,,,,0.6524253257535799,,,,,,,,0.5882513821328801,,,,,,,,,,0.6114902343093422,,,0.5713517329478602,,,,,0.6478475925496561,,,,,,,,0.5904822629260376,,,,,,,,,,0.6121790593156232,,,0.5696057491211677,,DL,none,female,cole,real,Custom3dCNN
none,batch4_model_lr0.01_epoch200_ORXtrue_COLEfalse_gender1_SOFTfalse_merged_results.csv--none,3.7674530582375496,3.79020345642202,3.7840698219278894,3.805881621145376,22.020831387035287,22.399966520351057,22.30770889835,22.671180353447713,0.2474092680467871,0.246960441341201,0.2604045686211832,0.259506061586198,0.5193602576401651,0.5177448480615212,0.5293332492177728,0.5276434319310794,-0.7523682124361437,-0.7570316175918248,-0.7509274826988945,-0.7552761761591567,4.6751930584192465,2.6042148199513404,3.276351027568924,5.215070708333333,7.648611687500001,,4.638072639730642,2.661799434988182,3.2945898929440403,5.171097827956989,7.268521947368422,,4.634998006872854,1.4727641240875942,-2.033279664160402,-4.695152744047618,-7.648611687500001,,4.598689609427612,1.5624466312056764,-1.9516678880778595,-4.701494505376343,-7.268521947368422,,3.810929791666668,,4.339890111111117,3.425208333333336,3.5823751255230136,3.9931348231292536,,3.785046207532052,3.6806881111111074,3.679928694444445,3.7674530582375496,3.7674530582375496,3.8643119369369385,,4.339890111111117,3.425208333333336,3.5823751255230136,4.042340365482235,,3.8087910047961646,3.6806881111111074,3.679928694444445,3.79020345642202,3.79020345642202,3.8305071752577335,,4.339890111111117,3.425208333333336,3.5756137006802735,4.029607080128207,1.0678383333333343,3.8075954149345663,3.6806881111111074,3.679928694444445,3.7840698219278894,3.7840698219278894,3.881051377777779,,4.339890111111117,3.425208333333336,3.5756137006802735,4.075812915470496,1.0678383333333343,3.8303581597542258,3.6806881111111074,3.679928694444445,3.805881621145376,3.805881621145376,,,,0.6392388989822033,,,,,,,,0.6162456777823361,,,,,,,,,,0.6281753902354299,,,0.5576472697526922,,,,,0.6349408764201253,,,,,,,,0.6190393384341911,,,,,,,,,,0.6296110888621902,,,0.5560895296578116,,DL,none,male,orx,real,Custom3dCNN
none,batch4_model_lr0.01_epoch200_ORXtrue_COLEfalse_gender9_SOFTtrue_RESNETtrue_merged_results.csv--none,2.7483901346984987,2.76026192937991,2.7838901762024015,2.7952130890649385,12.343695598318982,12.45941552405168,12.654515495386416,12.76496278111855,0.5781380483746925,0.5811407682750669,0.5804489878656927,0.5830663681320587,0.7628463067551441,0.7648248623144309,0.7647302329938412,0.7664529961102973,-0.6147494872443949,-0.6198675220699714,-0.6099292295466092,-0.6147409301160105,2.713734038276318,2.289959782016531,2.827682934977909,3.215095949316723,4.961501967968047,,2.6823619729596855,2.3387910565035286,2.8989559578002257,3.3011056696317915,4.777618179551848,,2.6775116838089517,0.5099732464339563,-1.7607999648291262,-2.771878718049101,-4.961501967968047,,2.6468713832290343,0.5959270131669465,-1.6636851610260694,-2.807830381052034,-4.777618179551848,,2.7051117738619017,,1.5647546217292856,2.03846537389976,2.5630323994657584,2.974413087354747,,2.7877879323740364,2.3959861460559964,2.1390712713038393,2.7483901346984987,2.7483901346984987,2.7333246432777516,,1.5647546217292856,2.03846537389976,2.5630323994657584,2.9995403946057073,,2.800106169024924,2.3959861460559964,2.1390712713038393,2.76026192937991,2.76026192937991,2.748477723428126,,1.5647546217292856,2.03846537389976,2.5804092149140407,3.023567270027634,0.9222149488503426,2.828832090513156,2.3959861460559964,2.1390712713038393,2.7838901762024015,2.7838901762024015,2.7750213895428235,,1.5647546217292856,2.03846537389976,2.5804092149140407,3.0470166735958943,0.9222149488503426,2.8405732437972135,2.3959861460559964,2.1390712713038393,2.7952130890649385,2.7952130890649385,,,,0.6805563695325167,,,,,,,,0.6006563910215086,,,,,,,,,,0.6251946975045103,,,0.6053719702827176,,,,,0.6759989179998455,,,,,,,,0.6030411932915991,,,,,,,,,,0.6260178881324256,,,0.6035798513772082,,DL,none,all,orx,soft,ResNet18
none,batch8_model_lr0.01_epoch200_ORXtrue_COLEfalse_gender9_SOFTfalse_merged_results.csv--none,2.7591117609195415,2.7654106941896033,2.77099229139073,2.7770153186490467,12.361591268785965,12.40275721312249,12.463105366036876,12.50241558108858,0.5775264404158998,0.5830455010083817,0.5867950477785069,0.5916417756379206,0.7646150631543562,0.7675169488883152,0.7703231706456741,0.7728450113770025,-0.5637640968636712,-0.5675170592329144,-0.5564352277110125,-0.5600660040683806,2.860035013745706,2.5647529172749413,2.458018145363408,3.3049663869047623,4.6715893125,,2.8087972087542097,2.6041310260047297,2.5079262627737227,3.2425932526881724,4.667823947368421,,2.591985996563576,1.3909066058394188,-0.9940775889724316,-2.1515240654761896,-4.3031918125,,2.5330819629629646,1.4635853191489387,-0.9195572311435528,-1.981397715053763,-4.35759447368421,,2.8048801068840588,,3.239089111111113,2.269925181818185,2.572331598326361,2.986869204081634,,2.771993838942308,1.5764846666666656,2.3576165,2.7591117609195415,2.7591117609195415,2.8194777639639645,,3.239089111111113,2.269925181818185,2.572331598326361,2.999653861252116,,2.778548881694645,1.5764846666666656,2.3576165,2.7654106941896033,2.7654106941896033,2.7928399140893476,,3.239089111111113,2.269925181818185,2.5914610829931983,2.98245933974359,2.884380333333329,2.787195432640493,1.5764846666666656,2.3576165,2.77099229139073,2.77099229139073,2.8067507179487183,,3.239089111111113,2.269925181818185,2.5914610829931983,2.9945310494417874,2.884380333333329,2.7934586843317986,1.5764846666666656,2.3576165,2.7770153186490467,2.7770153186490467,,,,0.6474828576451972,,,,,,,,0.5668600675926468,,,,,,,,,,0.5947714615479432,,,0.5688864983583779,,,,,0.6445436277919467,,,,,,,,0.5695764742252106,,,,,,,,,,0.5957037333689316,,,0.5680372001957905,,DL,none,all,orx,real,Custom3dCNN
none,batch8_model_lr0.005_epoch200_ORXtrue_COLEfalse_gender9_SOFTtrue_RESNETtrue_merged_results.csv--none,4.082249941698343,4.1032247080698045,4.142237617258474,4.16224865351926,24.843893309362205,25.1881965168195,25.455379221805497,25.784684756032227,0.1509274322281758,0.1532260384762579,0.1560459094095886,0.1578117033130566,0.4019006391230784,0.4047858216102019,0.4104228868851149,0.4129581630596753,-0.8866053408218872,-0.888409401644892,-0.8880669628946971,-0.8897155618321974,5.426326360438114,2.367817136954498,3.3373299554289537,6.186763599749343,9.674973807032757,,5.41451750755972,2.3741146097104124,3.350559460549991,6.34437094770264,9.369867000146003,,5.426326360438114,1.3269013508150225,-3.054371253316706,-6.186763599749343,-9.674973807032757,,5.41451750755972,1.3627283494188656,-2.9571199098181165,-6.34437094770264,-9.369867000146003,,4.258441795945843,,2.681569815839597,3.4303357913197345,4.028127394247371,4.148246313334987,,4.128979421190637,2.2416328113328654,3.496951564457308,4.082249941698343,4.082249941698343,4.306921829911839,,2.681569815839597,3.4303357913197345,4.028127394247371,4.194332616717324,,4.150797811258897,2.2416328113328654,3.496951564457308,4.1032247080698045,4.1032247080698045,4.384763097776891,,2.681569815839597,3.4303357913197345,4.083003393943745,4.212008697605151,1.4008980247252405,4.194378155814617,2.2416328113328654,3.496951564457308,4.142237617258474,4.142237617258474,4.430109174607036,,2.681569815839597,3.4303357913197345,4.083003393943745,4.2551438142656774,1.4008980247252405,4.215191220155264,2.2416328113328654,3.496951564457308,4.16224865351926,4.16224865351926,,,,0.636992322569302,,,,,,,,0.6333587294145226,,,,,,,,,,0.6403334790062862,,,0.5480888829125626,,,,,0.6321972331710333,,,,,,,,0.6336076976582424,,,,,,,,,,0.6402460730654562,,,0.5463111289102478,,DL,none,all,orx,soft,ResNet18
none,batch4_model_lr0.01_epoch200_ORXfalse_COLEtrue_gender9_SOFTtrue_RESNETtrue_merged_results.csv--none,2.7893982951758214,2.7960400861618018,2.8032887919983196,2.8096366562561723,11.890255721433338,11.93711687105116,12.108834366550465,12.153356134366,0.5936349495971891,0.5986993457303618,0.5985406382326453,0.603042876084146,0.7813275264454581,0.7845111876061263,0.7848249942249632,0.7876214524619604,-0.5801155402346715,-0.582905418679824,-0.5693008588327925,-0.5720511071214691,2.2906325632440687,2.3458717315345603,3.137856532181113,3.4119401914951797,4.950995824690551,,2.257288397796779,2.345737982325762,3.2052572084448454,3.401404021221347,4.862240445372136,,2.1327530176445504,-0.0079013275747074,-2.081728093653562,-2.810256557893848,-4.950995824690551,,2.0815125417350964,0.0523411945291094,-1.9779138228894708,-2.711700280546418,-4.862240445372136,,2.7464896415426936,,3.0100858327911006,2.3748433266653772,2.744275532872741,2.8444204390045775,,2.8067918447874187,2.569850332066823,3.207079827665139,2.7893982951758214,2.7893982951758214,2.7623746659941566,,3.0100858327911006,2.3748433266653772,2.744275532872741,2.8588407371063993,,2.813694548193356,2.569850332066823,3.207079827665139,2.7960400861618018,2.7960400861618018,2.791294850585827,,3.0100858327911006,2.3748433266653772,2.742531220122818,2.8748542011785982,1.1777662669154942,2.826595106558526,2.569850332066823,3.207079827665139,2.8032887919983196,2.8032887919983196,2.8061354880959675,,3.0100858327911006,2.3748433266653772,2.742531220122818,2.888300923493837,1.1777662669154942,2.83318179793757,2.569850332066823,3.207079827665139,2.8096366562561723,2.8096366562561723,,,,0.6697141964093849,,,,,,,,0.5872550743323761,,,,,,,,,,0.6094059905200524,,,0.5865017200614068,,,,,0.6652948450421207,,,,,,,,0.589612798516114,,,,,,,,,,0.6100765362879901,,,0.5847683887331464,,DL,none,all,cole,soft,ResNet18
none,batch8_model_lr0.01_epoch200_ORXtrue_COLEfalse_gender1_SOFTtrue_RESNETfalse_merged_results.csv--none,3.155966459792684,3.1699142407705176,3.182524161490345,3.1958604496062875,15.168048053484686,15.328960431205694,15.369347626047723,15.523436826738909,0.4816121069073579,0.4846727298754721,0.4904407557363036,0.4929681342417779,0.7156572011506441,0.719302133941971,0.7257097594178271,0.7289131193180326,-0.8132081264303399,-0.8155470325301155,-0.8169223264405059,-0.8190776766311484,3.3942793765251427,2.253997455763898,2.727875642327915,4.769861380826027,7.725392052700045,,3.367638430035933,2.2591164377136908,2.6996359360393556,4.804829444003327,7.523887797295557,,3.389592105791277,0.647158137368969,-2.3934527461184785,-4.769861380826027,-7.725392052700045,,3.3630458516401256,0.6978612134576249,-2.3237894197986546,-4.804829444003327,-7.523887797295557,,3.137404295081359,,3.890766860166982,2.6669727747353305,3.0001254255903524,3.345997108641444,,3.1827461910530848,1.2498537887974333,3.0809322603535194,3.155966459792684,3.155966459792684,3.170376158168101,,3.890766860166982,2.6669727747353305,3.0001254255903524,3.3759016865982305,,3.1972652624561433,1.2498537887974333,3.0809322603535194,3.1699142407705176,3.1699142407705176,3.1858341713752045,,3.890766860166982,2.6669727747353305,3.0277168526118743,3.3648693089673887,2.136326329045307,3.209429842805263,1.2498537887974333,3.0809322603535194,3.182524161490345,3.182524161490345,3.216866811348298,,3.890766860166982,2.6669727747353305,3.0277168526118743,3.3929665800542836,2.136326329045307,3.2233187117530124,1.2498537887974333,3.0809322603535194,3.1958604496062875,3.1958604496062875,,,,0.6469554005743423,,,,,,,,0.5954990329953701,,,,,,,,,,0.6220235093734943,,,0.5564706805168028,,,,,0.6420898060128295,,,,,,,,0.5976698353814052,,,,,,,,,,0.6225248075468339,,,0.5546322253370712,,DL,none,male,orx,soft,SFCN
